CID	TALENT_NAME	ROLE
urn:dece:cid:eidr-s:5B7C-6A31-11C2-4812-4403-O	Henry Ian Cusick	ACTOR
urn:dece:cid:eidr-s:5B7C-6A31-11C2-4812-4403-O	Sarah Fain	PRODUCER
urn:dece:cid:eidr-s:5B7C-6A31-11C2-4812-4403-O	Elizabeth Craft	PRODUCER
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Shay Mitchell	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Laura Leighton	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Ian Harding	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Joseph Dougherty	PRODUCER
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Lucy Hale	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Troian Bellisario	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	I. Marlene King	PRODUCER
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Holly Marie Combs	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Oliver Goldstick	PRODUCER
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Tyler Blackburn	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Ashley Benson	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Janel Parrish	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Chad Lowe	ACTOR
urn:dece:cid:eidr-s:5BA8-BCA3-FA8E-A272-ED6A-0	Sasha Pieterse	ACTOR
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Kevin Bacon	ACTOR
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	James Purefoy	ACTOR
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Kevin Williamson	PRODUCER
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Natalie Zea	ACTOR
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Marcos Siega	PRODUCER
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Jeananne Goossen	ACTOR
urn:dece:cid:eidr-s:5C32-98E0-4AFC-1703-4751-H	Shawn Ashmore	ACTOR
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Jensen Ackles	ACTOR
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Phil Sgriccia	PRODUCER
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Robert Singer	PRODUCER
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Jeremy Carver	PRODUCER
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Adam Glass	PRODUCER
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Jared Padalecki	ACTOR
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	McG	PRODUCER
urn:dece:cid:eidr-s:5C90-5FDC-A166-6E5F-0B85-M	Misha Collins	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Michael Gaston	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Chris Zylka	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Emily Meade	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Carrie Coon	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Max Carver	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Sarah Aubrey	PRODUCER
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Tom Perrotta	PRODUCER
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Christopher Eccleston	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Charlie Carver	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Margaret Qualley	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Amanda Warren	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Ann Dowd	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Peter Berg	PRODUCER
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Liv Tyler	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Amy Brenneman	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Justin Theroux	ACTOR
urn:dece:cid:eidr-s:5C97-FB24-4954-915A-CB43-8	Damon Lindelof	PRODUCER
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Kevin Bacon	Actor
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	NA	Director
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Shawn Ashmore	Actor
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Kay Foster	Producer
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	James Purefoy	Actor
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Marcos Siega	Producer
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Kevin Williamson	Producer
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	NA	Writer
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Natalie Zea	Actor
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Adam Armus	Producer
urn:dece:cid:eidr-s:5D04-036A-CAC0-F932-6635-1	Valorie Curry	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Marissa Neitling	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Rhona Mitra	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	NA	Director
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Brad Fuller	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Jack Bender	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Travis Van Winkle	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	William Brinkley	Writer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Michael Bay	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Eric Dane	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Andrew Form	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Hank Steinberg	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Adam Baldwin	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Charles Parnell	Actor
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 Steven Kane	Producer
urn:dece:cid:eidr-s:5D07-8042-C7AF-FD2F-2489-9	 John Pyper	Actor
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Shay Mitchell	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	I. Marlene King	PRODUCER
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Joseph Dougherty	PRODUCER
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Holly Marie Combs	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Chad Lowe	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Ian Harding	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Tyler Blackburn	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Lucy Hale	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Ashley Benson	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Oliver Goldstick	PRODUCER
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Sasha Pieterse	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Laura Leighton	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Janel Parrish	ACTOR
urn:dece:cid:eidr-s:5D0D-D0DE-5BF8-C5B4-44C4-B	Troian Bellisario	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Robin Lord Taylor	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	David Mazouz	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Ben Mckenzie	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Sean Pertwee	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Jada Pinkett Smith	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Zabryna Guevara	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Danny Cannon	PRODUCER
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Andrew Stewart-Jones	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Victoria Cartagena	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Bruno Heller	PRODUCER
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	John Stephens	PRODUCER
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Cory Michael Smith	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Erin Richards	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Camren Bicondova	ACTOR
urn:dece:cid:eidr-s:5DE7-F280-2765-B86F-485A-0	Donal Logue	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Jeremy Allen White	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Andrew Stearn	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Christopher Chulack	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Steve Howey	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Ethan Cutkosky	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Davey Holmes	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Emma Kenney	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Krista Vernoff	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Noel Fisher	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	John Wells	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Cameron Monaghan	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Emmy Rossum	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	William H. Macy	ACTOR
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Nancy M. Pimental	PRODUCER
urn:dece:cid:eidr-s:5E23-9642-3A7F-6857-ABF5-C	Shanola Hampton	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Thomas Gibson	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Bruce Thomas	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Jason O'Mara	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Ethan Spaulding	DIRECTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Giancarlo Esposito	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	David McCallum	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Stuart Allan (II) 	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Xander Berkeley	ACTOR
urn:dece:cid:eidr-s:5F41-E9E3-0C9C-6863-4934-0	Morena Baccarin	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Paige Turco	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Thomas McDonell	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Devon Bostick	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Isaiah Washington	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Marie Avgeropoulos	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Jason Rothenberg	PRODUCER
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Eliza Taylor	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Bob Morley	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Gina Girolamo	PRODUCER
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Elizabeth Craft	PRODUCER
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Christopher Larkin	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Leslie Morgenstein	PRODUCER
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Henry Ian Cusick	ACTOR
urn:dece:cid:eidr-s:5F4B-9085-634B-F236-9D60-Q	Sarah Fain	PRODUCER
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Will Freidle	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Bruce Timm	Director
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 John DiMaggio	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 James Arnold Taylor	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Nolan North	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Grey Griffin	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Vanessa Marshall	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Hyden Walch	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Sarah Hyland	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Eric Bauza	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Sam Liu	Director
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Khary Payton	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Josh Keaton	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Brian Azzarello	Writer
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Amy Hill	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Jason Spisak	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Troy Baker	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Greg Cipes	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Tara Strong	Actor
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Brian Azzarello	Producer
urn:dece:cid:eidr-s:5F84-555B-926C-8AF1-B230-V	 Scott Menville	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	NA	Producer
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	Glen Winter	Director
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 Mehcad Brooks	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 Jeremy Jordan	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 Calista Flockhart	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 Melissa Benoist	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 Chyler Leigh	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	 David Harewood	Actor
urn:dece:cid:eidr-s:5FB0-746E-4CCB-6F85-261C-P	Ali Adler	Writer
urn:dece:cid:eidr-s:6006-98BF-5C2F-186D-0C14-W	NA	Director
urn:dece:cid:eidr-s:6006-98BF-5C2F-186D-0C14-W	NA	Actor
urn:dece:cid:eidr-s:6006-98BF-5C2F-186D-0C14-W	NA	Writer
urn:dece:cid:eidr-s:6006-98BF-5C2F-186D-0C14-W	NA	Producer
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Simon Helberg	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Johnny Galecki	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Jim Parsons	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Bill Prady	PRODUCER
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Kaley Cuoco	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Steven Molaro	PRODUCER
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Mayim Bialik	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Kunal Nayyar	ACTOR
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Chuck Lorre	PRODUCER
urn:dece:cid:eidr-s:6047-4562-B663-418C-34D2-3	Melissa Rauch	ACTOR
urn:dece:cid:eidr-s:604B-436A-C5C4-B055-7F29-4	NA	Writer
urn:dece:cid:eidr-s:604B-436A-C5C4-B055-7F29-4	NA	Producer
urn:dece:cid:eidr-s:604B-436A-C5C4-B055-7F29-4	NA	Actor
urn:dece:cid:eidr-s:604B-436A-C5C4-B055-7F29-4	NA	Director
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Amy Acker	ACTOR
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Jim Caviezel	ACTOR
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Jonathan Nolan	PRODUCER
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Michael Emerson	ACTOR
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Greg Plageman	PRODUCER
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Sarah Shahi	ACTOR
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	J.J. Abrams	PRODUCER
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Kevin Chapman	ACTOR
urn:dece:cid:eidr-s:6054-81EF-ACF8-34FD-7EA0-F	Bryan Burk	PRODUCER
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Willa Holland	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	David Ramsey	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Paul Blackthorne	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Katie Cassidy	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Andrew Kreisberg	PRODUCER
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Colton Haynes	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Manu Bennett	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Susanna Thompson	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Greg Berlanti	PRODUCER
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Stephen Amell	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Emily Bett Rickards	ACTOR
urn:dece:cid:eidr-s:606D-A2B1-04BF-046D-ED67-U	Marc Guggenheim	PRODUCER
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Amy Acker	ACTOR
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Jim Caviezel	ACTOR
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Greg Plageman	PRODUCER
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Bryan Burk	PRODUCER
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Kevin Chapman	ACTOR
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Michael Emerson	ACTOR
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Sarah Shahi	ACTOR
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	Jonathan Nolan	PRODUCER
urn:dece:cid:eidr-s:60CE-0804-D1D6-2B96-EE27-E	J.J. Abrams	PRODUCER
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Aaron Stanford	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Lyndsy Fonseca	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	David Levinson	PRODUCER
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Melinda Clarke	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Noah Bean	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Craig Silverstein	PRODUCER
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Xander Berkeley	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Shane West	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Dillon Casey	ACTOR
urn:dece:cid:eidr-s:60D7-9BFA-4576-8417-9AFF-R	Maggie Q	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Tom Cavanagh	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Grant Gustin	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Carlos Valdes	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Candice Patton	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Danielle Panabaker	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Rick Cosnett	ACTOR
urn:dece:cid:eidr-s:6146-03CB-B1B1-5775-D3AE-Z	Jesse L. Martin	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Jim Parsons	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Melissa Rauch	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Bill Prady	PRODUCER
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Simon Helberg	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Mayim Bialik	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Kaley Cuoco	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Chuck Lorre	PRODUCER
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Kunal Nayyar	ACTOR
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Steven Molaro	PRODUCER
urn:dece:cid:eidr-s:61E4-4D87-5F98-6C2C-F953-1	Johnny Galecki	ACTOR
urn:dece:cid:eidr-s:625F-33A3-8903-EE5B-ADAC-X	NA	Producer
urn:dece:cid:eidr-s:625F-33A3-8903-EE5B-ADAC-X	NA	Actor
urn:dece:cid:eidr-s:625F-33A3-8903-EE5B-ADAC-X	NA	Writer
urn:dece:cid:eidr-s:625F-33A3-8903-EE5B-ADAC-X	NA	Director
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	David Mazouz	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Ben Mckenzie	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Danny Cannon	PRODUCER
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Andrew Stewart-Jones	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Cory Michael Smith	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Erin Richards	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Zabryna Guevara	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Robin Lord Taylor	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Camren Bicondova	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Jada Pinkett Smith	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Donal Logue	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Sean Pertwee	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Bruno Heller	PRODUCER
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	Victoria Cartagena	ACTOR
urn:dece:cid:eidr-s:62D0-70B3-5A2B-ADCC-4006-E	John Stephens	PRODUCER
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Chris McKay	Director
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Will Arnett	Actor
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Dan Lin	Producer
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Zach Galifianakis	Actor
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Ralph Fiennes	Actor
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Roy Lee	Producer
urn:dece:cid:eidr-s:6392-2650-4736-529E-F0A2-E	Michael Cera	Actor
